,0,1,2
606,/empleos/practicante-de-bienestar-empresa-multinacional-de-servicios-g4s-peru-1113523605.html?indiceAviso=12,"Practicante de Bienestar - Empresa Multinacional de Servicios, en G4S Perú - septiembre 2019 - bumeran.com.pe"," Practicante de Bienestar - Gestión del Talento - Empresa Multinacional de Servicios Una de las corporaciones más grandes del mundo en servicios con presencia en más de 100 países, 100 años de trayectoria y más de 9 mil colaboradores a nivel nacional, está en la búsqueda de un Practicante de Bienestar, que desee incorporarse a nuestra gran empresa. REQUISITOS:Estudiante de los últimos ciclos y/o egresado(a) de la carrera de trabajo social.Deseable contar experiencia de 06 meses realizando prácticas pre, en el área de bienestar. FUNCIONES:Atención al cliente interno a través de nuestros diferentes canales de atención, por temas de pagos, tareaje, inscripciones, lactancias, beneficios.Aplicación de entrevistas de salida.Visitas domiciliarias u hospitalarias en casos críticos relacionados a accidentes de trabajo.Elaboración de informe socioeconómico y reportes sociales.Apoyar en aplicación de ficha de datos y evaluación de pruebas psicotécnicas para promoción interna.Participar en la implementación de actividades del área.Soporte y asesoría en casos sociales y por defunción de colaborador o familiar directo. CONDICIONES Y BENEFICIOS:Pre Profesional S/ 930.00 y Profesional: S/ 1000.00Seguro médico FOLA.Todo conforme a ley.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
607,/empleos/practicante-profesional-de-control-de-procesos-cajamarca-minera-goldfields-peru-sa-1113540251.html?indiceAviso=13,"PRACTICANTE PROFESIONAL DE CONTROL DE PROCESOS - CAJAMARCA, en MINERA GOLDFIELDS PERU SA - agosto 2019 - bumeran.com.pe"," Sé parte de GOLD FIELDS, una de las compañías mineras más importantes del país.Nos encontramos en la búsqueda de un(a) PRACTICANTE PROFESIONAL DE CONTROL DE PROCESOS para nuestra sede en Cerro Corona – Cajamarca. ¿Qué necesitas?·         Egresados(as) de la carrera de: Ingeniería Electrónica, Mecatrónica y Software.·         Deseable conocimientos en electrónica digital, control de procesos, procesamiento de señales, base de datos.·         Deseable experiencia como practicante en empresas del sector minero, consumo masivo y/o hidrocarburos en las áreas de mantenimiento e instrumentación.·         Conocimiento de MATLAB, Software de programación de PLC, deseable SQL Server o Access.·         Inglés Intermedio - Excel avanzado (Manejo de Macros)·         Disponibilidad para laborar en Cajamarca – Cerro Corona bajo régimen 4x3. Tus principales retos:·         Apoyo en el mantenimiento del sistema de control de planta, a través de elaboración back ups, limpiezas de base de datos, revisión de lógicas de control, seguimiento a las variables el control.·         Soporte en la gestión de la información de planta hacia los usuarios finales.·         Apoyo en los proyectos del área vinculados temas de automatización.  Si tienes interés, postula a través de este enlace:  https://goldfields-peru.evaluar.com/job/practicante-profesional-de-control-de-procesos/ ¡Te esperamos!     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
608,/empleos/practicante-pre-profesional-de-laboratorio-de-calidad-volcan-compania-minera-s.a.a.-1113569332.html?indiceAviso=14,"Practicante Pre Profesional de Laboratorio de Calidad, en Volcan Compañia Minera S.A.A. - septiembre 2019 - bumeran.com.pe"," ÚNICO MEDIO DE POSTULACIÓN:https://volcan.evaluar.com/job/practicante-pre-profesional-de-laboratorio-quimico-lima/Descripción de Puesto:En Volcan estamos en la búsqueda de un Practicante Pre Profesional de Laboratorio de Calidad para unirse al equipo de Laboratorio Químico de la sede Lima.Responsabilidades:Apoyar con el tratamiento de bases de datos para los reportes la reconciliación de minerales y concentrados.Apoyar con el tratamiento de bases de datos para los reportes de controles de calidad de los laboratorios químicos.Apoyar con los requerimientos varios de los laboratorios químicos.Participar y asistir en el mapeo y evaluación de procesos de valor de la compañía.Requisitos:Estudiante de 7mo 8vo ciclo de la carrera Ingeniería Industrial o Ingeniería Química.Conocimiento de sistemas de gestión y gestión por procesos.Deseable experiencia de 6 meses realizando prácticas.Manejo de Office a nivel intermedio.Acerca de VolcanVolcan Compañía Minera es uno de los mayores productores mundiales de zinc, plomo y plata. La Compañía es considerada uno de los productores de más bajo costo en la industria debido a la calidad de sus depósitos de mineral. Volcan inició sus operaciones en 1943 en las alturas del abra de Ticlio. Todas sus operaciones están ubicadas en la Sierra Central de Perú.Volcan como grupo minero de origen peruano persigue la maximización de valor a sus accionistas, a través de la excelencia operativa y de los más altos estándares de seguridad y manejo ambiental, contribuyendo al desarrollo de su personal y de su entorno.La visión de Volcan al 2021, es ser una de las principales empresas mineras diversificadas en metales base, preciosos y líder en crecimiento y excelencia operativa, actuando con responsabilidad social y con un equipo humano comprometido y altamente calificado.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
609,/empleos/practicante-pre-profesional-006-2019-ti-proinversion-1113568271.html?indiceAviso=15,"Practicante Pre-Profesional 006-2019-TI, en PROINVERSION - septiembre 2019 - bumeran.com.pe"," Requisito mínimo indispensable (se declaran en la ficha de postulación):Estudiante universitario del último año de la carrera de Ingeniería de Computación y Sistemas o carreras afines.Conocimiento en Ofimática (nivel básico). Lectura de Inglés (nivel básico).Lenguaje de programación ASP.net, C#, SQL Server, HTML 5, CSS3.Habilidades o Competencias en Trabajo en equipo, vocación de servicio, orientación a resultados y capacidad de análisis. Condiciones:Lugar de trabajo: Av. Enrique Canaval Moreyra N° 150, San Isidro, Lima.Tiempo: Desde la suscripción del convenio de prácticas pre-profesionales hasta el 31 de diciembre de 2019.Jornada: Treinta (30) horas semanales de lunes a viernes. De 09:00 hasta las 16:00 horas. Salario: S/. 930 (Novecientos treinta) soles. Funciones:Apoyar en el análisis y desarrollo de sistemas de información de la entidad. Apoyar en las tareas de soporte y/o mantenimiento de los sistemas de información que administra el Área de Tecnologías de la Información. Otras actividades asignadas por el Jefe del Área de Tecnologías de la Información.   Nota:Para postular deben leer detenidamente las bases del proceso, que la encontrarán en el portal web de PROINVERSIÓN y seguir la ruta: Proinversión Institucional / Oportunidades Laborales / Convocatorias Practicantes / Concurso Practicantes 2019.Descargar la FICHA DE POSTULACIÓN, llenarla, imprimirla, firmarla y enviarla en formato PDF al correo indicado en la convocatoria. Este correo debe enviarse en las fechas establecidas en el cronograma de la convocatoria, del 13 al 17 de septiembre de 2019. Tener en cuenta las siguientes indicaciones para el envío del archivo:Los archivos adjuntos deben estar en formato PDF.Se debe adjuntar la Constancia de Egresado.El peso máximo de todos los archivos debe ser de 15 MB.El nombre del archivo “FICHA DE POSTULACIÓN” debe tener la siguiente estructura: Ficha de Postulación + Primer Nombre y Primer Apellido del postulante.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
610,/empleos/practicante-pre-profesional-produccion-en-arequipa-nicoll-1113490536.html?indiceAviso=16,"Practicante Pre profesional - Producción en AREQUIPA, en Nicoll - agosto 2019 - bumeran.com.pe","  Somos Nicoll Perú, una importante empresa del grupo ALIAXIS, nos dedicamos a la fabricación y comercialización de productos plásticos, actualmente nos encontramos en la búsqueda de un: PRACTICANTE PRE PROFESIONAL - PRODUCCIÓN Funciones:Labores de asistencia y apoyo al área de producción. Requisitos:- De las carreras de Ingeniería Industrial o Química.- Nivel intermedio en Excel. Beneficios:- Alimentación cubierta al 100 %- Aprender manejo de sistema SAP.- Línea de CarreraHorarios: 8:30 am. -15:30 pm..Lugar de Trabajo: Variante de Uchumayo km 1.5 - Distrito de Sachaca      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
611,/empleos/practicante-pre-profesional-produccion-en-arequipa-nicoll-1113490536.html?indiceAviso=16,"Practicante Pre profesional - Producción en AREQUIPA, en Nicoll - agosto 2019 - bumeran.com.pe","  Somos Nicoll Perú, una importante empresa del grupo ALIAXIS, nos dedicamos a la fabricación y comercialización de productos plásticos, actualmente nos encontramos en la búsqueda de un: PRACTICANTE PRE PROFESIONAL - PRODUCCIÓN Funciones:Labores de asistencia y apoyo al área de producción. Requisitos:- De las carreras de Ingeniería Industrial o Química.- Nivel intermedio en Excel. Beneficios:- Alimentación cubierta al 100 %- Aprender manejo de sistema SAP.- Línea de CarreraHorarios: 8:30 am. -15:30 pm..Lugar de Trabajo: Variante de Uchumayo km 1.5 - Distrito de Sachaca      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
612,/empleos/practicante-pre-profesional-produccion-en-arequipa-nicoll-1113490536.html?indiceAviso=16,"Practicante Pre profesional - Producción en AREQUIPA, en Nicoll - agosto 2019 - bumeran.com.pe","  Somos Nicoll Perú, una importante empresa del grupo ALIAXIS, nos dedicamos a la fabricación y comercialización de productos plásticos, actualmente nos encontramos en la búsqueda de un: PRACTICANTE PRE PROFESIONAL - PRODUCCIÓN Funciones:Labores de asistencia y apoyo al área de producción. Requisitos:- De las carreras de Ingeniería Industrial o Química.- Nivel intermedio en Excel. Beneficios:- Alimentación cubierta al 100 %- Aprender manejo de sistema SAP.- Línea de CarreraHorarios: 8:30 am. -15:30 pm..Lugar de Trabajo: Variante de Uchumayo km 1.5 - Distrito de Sachaca      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
613,/empleos/practicante-profesional-de-diseno-de-modas-sokso-catalogos-1113576583.html?indiceAviso=17,"Practicante Profesional de Diseño de Modas, en SOKSO CATALOGOS - septiembre 2019 - bumeran.com.pe"," SOKSO CATÁLOGOS, Importante empresa nacional del sector de venta directa especializada en el mundo de la moda, ofrece la más variada y exclusiva colección de calzados, ropa y accesorios; se encuentra en la búsqueda de un PRACTICANTE PROFESIONAL DE DISEÑO DE MODAS (Egresado), que cumpla los siguientes requisitos: REQUISITOS: • Egresado de la carrera técnica o universitaria de diseño de modas.• Contar con experiencia mínima de 06 meses en el puesto.• Conocimientos de Ilustrator, corel draw y Photoshop. BENEFICIOS: • Subvención acorde al mercado.• Aprendizaje constante / Línea de carrera.• Beneficios corporativos.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
614,/empleos/practicante-profesional-de-administracion-de-personal-pesquera-diamante-s.a.-1113574548.html?indiceAviso=18,"Practicante Profesional de Administración de Personal, en PESQUERA DIAMANTE S.A. - septiembre 2019 - bumeran.com.pe"," Pesquera Diamante, empresa del sector industrial que satisface las necesidades alimenticias del mercado peruano y mundial, requiere una persona con experiencia para cubrir la posición de:  PRACTICANTE PROFESIONAL DE ADMINISTRACIÓN DE PERSONAL Requisitos:·         Egresado de las carreras de Ingeniería Industrial y/o Administración·         Manejo de Microsoft Office (nivel intermedio)·         Manejo de Excel a nivel avanzado (indispensable)·         Manejo de indicadores de Gestión (indispensable) Funciones:·         Elaboración de reportes mensuales para indicadores del área de Relaciones Laborales·         Apoyo en el mantenimiento de la base de datos del personal·         Apoyo en la realización de encuestas y/o actualización de la información·         Apoyo en la elaboración y administración de presupuesto      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
615,/empleos/practicante-profesional-de-gestion-humana-seleccion-grana-y-montero-s.a.a-1113574493.html?indiceAviso=19,"Practicante Profesional  de Gestión Humana - Selección, en GRAÑA Y MONTERO S.A.A - septiembre 2019 - bumeran.com.pe"," Importante empresa del Perú se encuentra en búsqueda del mejor talento, por ello invitamos a todos los interesados a participar del proceso.  Posición: Practicante de Profesional Gestión Humana  OBJETIVO:Dar soporte operativo al área de Gestión Humana con la finalidad de lograr los objetivos de plazo y calidad.Seguimiento a los procesos de seleccion de la división REQUISITOS:(1) Egresado(a) en Administración, Ing. Industrial, Psicología o afines(2) Experiencia mínima de 6 meses en las subareas de gestión humana(3) Conocimientos en procesos de Gestión Humana.  (4) Ms Office a nivel intermedio.  ¡Muchos éxitos a todos nuestros postulantes!Equipo de Atracción y Selección del Talento      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
616,/empleos/ayacucho-practicante-de-sistema-integrado-de-gestion-aap-1113467995.html?indiceAviso=20,"Ayacucho - PRACTICANTE DE SISTEMA INTEGRADO DE GESTIÓN, en AAP - septiembre 2019 - bumeran.com.pe"," Compañía lider en el rubro Aeroportuario con Certificación Internacional ISO 9001:2015 se encuentra en la busqueda del mejor talento humano para el puesto de Practicante SIG para nuestra sede en Ayacucho.Requisitos:Egresado o Bachiller en Ingeniería de Seguridad Industrial y Minera, Ingeniería Ambiental o Ingeniería Industrial.Deseable conocimientos en Primeros Auxilios y Cursos de Especialización de la Trinorma y en Seguridad, Salud en el Trabajo y Medio Ambiente (Mínimo 30 horas).Voluntariado en medio ambiente.Excel nivel Intermedio.Inglés BásicoExperiencia de 6 meses.Funciones:Apoyar a las áreas de Calidad, Seguridad y Salud Ocupacional y Medio AmbienteBeneficios:Subvención económicaSeguro de Salud especialOportunidades de capacitación profesional      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
617,/empleos/practicante-de-business-intelligence-diners-club-diners-club-1113554512.html?indiceAviso=21,"Practicante de Business Intelligence | DINERS CLUB, en DINERS CLUB  - septiembre 2019 - bumeran.com.pe"," ¡Únete a la Familia Diners Club! Estamos en la búsqueda de un Practicante para el área de Gestión de Clientes y Analitycs, cuya misión será la automatización y generación de reportes de Gestión de Clientes y Analytics y brindar soporte operativo a las áreas comerciales.Requisitos: Estudiantes de los últimos ciclos de Ingeniería Industrial, de sistemas o afines.Deseable conocimiento en: SQL Server 2012, ETL Business Intelligence, Excel AvanzadoFunciones: Generación y Automatización de reportes de gestiónRevisión de procesos y extracción de información / SQLCarga de Master baseApoyo en general equipo de Analytics.Ofrecemos:  Remuneración de acuerdo al mercado. Oportunidades de línea de carrera. FOLA Media subvención económica semestral      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
618,/empleos/practicante-profesional-de-mina-unidad-minera-hochschild-1113537145.html?indiceAviso=22,"Practicante Profesional de Mina - Unidad Minera, en Hochschild - agosto 2019 - bumeran.com.pe"," Nos encontramos en búsqueda de 1 practicante profesional para el área de Mina, para una de nuestras unidades mineras. REQUISITOS- Egresado o bachiller de Ingeniería de Minas 2018 - 2019- Microsoft Office Intermedio- Disponibilidad para laborar en régimen 14x7, en Ayacucho, a más de 4000 msnm FUNCIONES- Levantamiento de línea base de indicadores, tiempos y rendimientos de las actividades diarias del ciclo de minado, analizar y diagnosticar resultados de linea base y realizar informes.- Otras que asigne su jefe inmediato. INTERESADOS postular por este medio     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
619,/empleos/practicante-profesional-de-recursos-humanos-unidad-minera-hochschild-1113531580.html?indiceAviso=23,"Practicante Profesional de Recursos Humanos - Unidad Minera, en Hochschild - agosto 2019 - bumeran.com.pe","  En Compañía Minera Ares nos encontramos en la búsqueda de talentos como tú para realizar sus prácticas profesionales en el área de Recursos Humanos:Requisitos:Bachiller o egresado de las carreras de Relaciones Industriales, Ingeniería Industrial, Administración o afines.Office Avanzado6 meses de experiencia en el área de Recursos HumanosDisponibilidad para trabajar bajo régimen 14x7 en Unidad Minera en Ayacucho  Funciones:Apoyar en la elaboración de reporte de Fuerza Laboral de compañía y empresas contratistasApoyo atención de personal de la Unidad Minera.APoyo en la elaboración de contratos de personal nuevo.Apoyo para el cierre de planilla mensual.Apoyo en otras labores que se le asigne.          El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
620,/empleos/practicante-profesional-de-contabilidad-y-administracion-1113561290.html?indiceAviso=24,"PRACTICANTE PROFESIONAL DE CONTABILIDAD Y ADMINISTRACIÓN , en Confidencial - septiembre 2019 - bumeran.com.pe"," Empresa dedicada a la comercialización de productos farmacéuticos para el consumo humano está en búsqueda de un/a PRACTICANTE PROFESIONAL para el ÁREA DE ADMINISTRACIÓN Y FINANZAS, los/as interesados/as deberán cumplir con el siguiente perfil:Perfil:·         Egresado/a (2018-2, 2019-0, 2019-1) de la carrera de Contabilidad que deseen ampliar su experiencia laboral.·         Conocimiento y manejo de SAP (deseable) y Excel a nivel intermedio.·         Contar con experiencia de mínimo 6 meses en áreas relacionadas.·         Disponibilidad de realizar sus prácticas de lunes a viernes (48 horas a la semana).·         Competencias: Capacidad de análisis y aprendizaje, trabajo en equipo, compromiso, responsable. Tareas a realizar:·         Emisión y registro de letras, facturas, notas de crédito en SAP.·         Realizar seguimiento y control de deudas de clientes.·         Cotejar información de facturas, órdenes de compra y notas de crédito.·         Brindar soporte administrativo al proceso de gestión de Venta.·         Coordinación con clientes externos.·         Otras funciones asignadas por el área.  Se ofrece:·         Subvención mensual de S/.1250.·         Media subvención cada 6 meses.·         Seguro Médico cubierto al 100%.·         Grato ambiente laboral.·         Oportunidad de aprendizaje y desarrollo.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
621,/empleos/practicante-profesional-de-contabilidad-y-administracion-1113561290.html?indiceAviso=24,"PRACTICANTE PROFESIONAL DE CONTABILIDAD Y ADMINISTRACIÓN , en Confidencial - septiembre 2019 - bumeran.com.pe"," Empresa dedicada a la comercialización de productos farmacéuticos para el consumo humano está en búsqueda de un/a PRACTICANTE PROFESIONAL para el ÁREA DE ADMINISTRACIÓN Y FINANZAS, los/as interesados/as deberán cumplir con el siguiente perfil:Perfil:·         Egresado/a (2018-2, 2019-0, 2019-1) de la carrera de Contabilidad que deseen ampliar su experiencia laboral.·         Conocimiento y manejo de SAP (deseable) y Excel a nivel intermedio.·         Contar con experiencia de mínimo 6 meses en áreas relacionadas.·         Disponibilidad de realizar sus prácticas de lunes a viernes (48 horas a la semana).·         Competencias: Capacidad de análisis y aprendizaje, trabajo en equipo, compromiso, responsable. Tareas a realizar:·         Emisión y registro de letras, facturas, notas de crédito en SAP.·         Realizar seguimiento y control de deudas de clientes.·         Cotejar información de facturas, órdenes de compra y notas de crédito.·         Brindar soporte administrativo al proceso de gestión de Venta.·         Coordinación con clientes externos.·         Otras funciones asignadas por el área.  Se ofrece:·         Subvención mensual de S/.1250.·         Media subvención cada 6 meses.·         Seguro Médico cubierto al 100%.·         Grato ambiente laboral.·         Oportunidad de aprendizaje y desarrollo.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
622,/empleos/practicante-profesional-de-administracion-y-finanzas-1113558398.html?indiceAviso=25,"PRACTICANTE PROFESIONAL DE ADMINISTRACIÓN Y FINANZAS, en Confidencial - septiembre 2019 - bumeran.com.pe"," Empresa dedicada a la comercialización de productos farmacéuticos para el consumo humano está en búsqueda de un/a PRACTICANTE PROFESIONAL para el ÁREA DE ADMINISTRACIÓN Y FINANZAS, los/as interesados/as deberán cumplir con el siguiente perfil:Perfil:Egresado/a (2018-2, 2019-0, 2019-1) de la carrera de Contabilidad que deseen ampliar su experiencia laboral.Conocimiento y manejo de SAP (deseable) y Excel a nivel intermedio.Contar con experiencia de mínimo 6 meses en áreas relacionadas.Disponibilidad de realizar sus prácticas de lunes a viernes (48 horas a la semana).Competencias: Capacidad de análisis y aprendizaje, trabajo en equipo, compromiso, responsable.Tareas a realizar:Emisión y registro de letras, facturas, notas de crédito en SAP.Realizar seguimiento y control de deudas de clientes.Cotejar información de facturas, órdenes de compra y notas de crédito.Brindar soporte administrativo al proceso de gestión de Venta.Coordinación con clientes externos.Otras funciones asignadas por el área. Se ofrece:Subvención mensual de S/.1250.Media subvención cada 6 meses.Seguro Médico cubierto al 100%.Grato ambiente laboral.Oportunidad de aprendizaje y desarrollo.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
623,/empleos/practicante-profesional-de-administracion-y-finanzas-1113558398.html?indiceAviso=25,"PRACTICANTE PROFESIONAL DE ADMINISTRACIÓN Y FINANZAS, en Confidencial - septiembre 2019 - bumeran.com.pe"," Empresa dedicada a la comercialización de productos farmacéuticos para el consumo humano está en búsqueda de un/a PRACTICANTE PROFESIONAL para el ÁREA DE ADMINISTRACIÓN Y FINANZAS, los/as interesados/as deberán cumplir con el siguiente perfil:Perfil:Egresado/a (2018-2, 2019-0, 2019-1) de la carrera de Contabilidad que deseen ampliar su experiencia laboral.Conocimiento y manejo de SAP (deseable) y Excel a nivel intermedio.Contar con experiencia de mínimo 6 meses en áreas relacionadas.Disponibilidad de realizar sus prácticas de lunes a viernes (48 horas a la semana).Competencias: Capacidad de análisis y aprendizaje, trabajo en equipo, compromiso, responsable.Tareas a realizar:Emisión y registro de letras, facturas, notas de crédito en SAP.Realizar seguimiento y control de deudas de clientes.Cotejar información de facturas, órdenes de compra y notas de crédito.Brindar soporte administrativo al proceso de gestión de Venta.Coordinación con clientes externos.Otras funciones asignadas por el área. Se ofrece:Subvención mensual de S/.1250.Media subvención cada 6 meses.Seguro Médico cubierto al 100%.Grato ambiente laboral.Oportunidad de aprendizaje y desarrollo.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
624,/empleos/practicante-profesional-de-calidad-rubro-industrial-manpower-peru-1113580464.html?indiceAviso=26,"Practicante Profesional de Calidad - Rubro Industrial, en MANPOWER PERÚ - septiembre 2019 - bumeran.com.pe"," Por encargo de nuestro cliente, importante empresa industrial textil de no tejidos, nos encontramos en la búsqueda de un Practicante Profesional de Calidad. Requisitos:- Recién egresados / bachiller de la carrera de Ingeniería Industrial, Ingeniería Textil o carreras afines.- Experiencia mínima de 6 meses en el área de Calidad de empresas industriales, textiles, manufacturas, afines.- Conocimientos de MS Excel a nivel Intermedio.- Disponibilidad para trabajar en Chosica (Lurigancho). Funciones:1. Asegurar el mantenimiento del  FMR en la planta.2. Dirigir y coordinar el estándar de cumplimiento FMR.3. Coordinar las implementaciones de estándares a nivel de planta.4. Establecer y mantener controles y procedimientos de documentación.5. Apoyar en la ejecución de las auditorias, y garantizar la aplicación de las medidas correctoras y correctivas.6. Apoyar en la gestión del programa OLA y el control de plagas.7. Implementar programas y procedimientos necesarios para garantizar la organización de la central y limpieza.8. Apoyar al Coordinador de Calidad y Seguridad.9. Realizar el seguimiento y control de gestión de riesgos.10. Participar como Auditor Interno en los programas de OLA. Beneficios:- Convenio de Practicas.- Seguro FOLA al 100%.- Oportunidades para hacer línea de carrera.- Movilidad de acercamiento.- Alimentación cubierta al 100%.- Básico S/ 1,000- Horario: lunes a viernes 6:45 am - 4:30 p.m.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
625,/empleos/practicante-pre-profesional-de-ingenieria-ambiental-lima-caucho-sa-1113575228.html?indiceAviso=27,"PRACTICANTE PRE PROFESIONAL DE INGENIERÍA AMBIENTAL, en Lima Caucho SA - septiembre 2019 - bumeran.com.pe"," Somos una empresa con más de 50 años dedicándonos a la manufactura y comercialización de neumáticos y otros productos industriales de caucho. Tenemos presencia en el mercado latinoamericano, con distribución en Perú, Colombia, Ecuador, Bolivia, Paraguay, Uruguay, El  Salvador y Honduras Contamos con la certificación ISO 9001 en procesos y del  ISO 14001 de gestión ambiental, además generar certificados de garantía por cada uno de  sus productos.  Nos encontramos en la búsqueda de futuros líderes como tú que puedan integrarse a nuestra gran familia en la posición de: PRACTICANTE PRE PROFESIONAL DE INGENIERÍA AMBIENTALMISIÓN DEL PUESTO:Registrar y mantener los indicadores del Sistema Integrado de Gestión Calidad y Ambiente , apoyar en el mantenimiento de la documentación del Sistema Integrado de Gestión y en la realización de auditorías internas y externas. ¿QUÉ FUNCIONES REALIZARÉ?- Registrar los indicadores de calidad y ambiente.- Mantener al dia la matriz legal de sistema ambiental.- Actualizar la documentación del Sistema Integrado de Gestión.- Seguimiento a los objetivos anuales de calidad y ambiente.¿QUÉ BUSCAMOS?- Estudiante de último ciclos de Ingeniería Ambiental (8vo ciclo en adelante).- Conocimiento en Sistemas Integrados de Gestión (ISO 9001, ISO 14001).- Conocimiento en la Norma 17025 (Deseable).OFRECEMOS:- Horario de trabajo de 30 horas semanales.- Seguro Privado de Salud cubierto al 100%- Almuerzo cubierto por la empresa al 100%- Convenio de prácticas pre-profesionales.- Capacitaciones constantes.      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
626,/empleos/practicante-pre-profesional-de-redes-sociales-corporativas-1113574784.html?indiceAviso=28,"Practicante Pre Profesional de redes sociales corporativas, en Confidencial - septiembre 2019 - bumeran.com.pe"," Practicante Pre Profesional de redes sociales corporativas Importante empresa de Recursos Humanos se encuentra en búsqueda de personas talentosas como tú para la posición de Practicante Pre Profesional de Social Media: Requisitos:Estudiantes de últimos ciclos de carreras técnicas o universitarias de Diseño Gráfico, Publicidad, Marketing Digital, Ciencias de la Comunicación o afines.Experiencia mínima de seis meses realizando funciones de Social Media y/o Diseñador gráfico para redes sociales corporativas.Conocimiento a nivel avanzado de Adobe Photoshop y Adobe Illustrator.Conocimiento sobre las restricciones y políticas en el manejo de redes sociales.Manejo de crisisFunciones:Elaborar los contenidos a publicarse y el manejo de redes sociales.Desarrollar piezas gráficas (Facebook, LinkedIn).Redactar contenidos para canal YouTube y blogs.Elaborar proyectos innovadores en las redes.Elaborar reportes e indicadores de gestión a fin de evaluar la efectividad de los contenidos.Mantener actualizadas las presentaciones de los diferentes servicios de la organización.Atender las diferentes solicitudes de requerimiento de información vía redes sociales y página web.Elaborar las pautas en Facebook y segmentarlas.Realizar otras funciones vinculadas a su puesto.Beneficios:  Agradable ambiente de trabajo.Horario de trabajo: 30 horas semanales.Subvención económica: S/. 930     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
627,/empleos/practicante-de-seleccion-de-personal-urgente-limtek-1113574426.html?indiceAviso=29,"Practicante de Selección de Personal - urgente, en LIMTEK  - septiembre 2019 - bumeran.com.pe"," Limtek Servicios Integrales S.A, empresa perteneciente al Grupo Tawa, líder en el rubro de Saneamiento Ambiental y Mantenimiento, requiere cubrir una vacante para el puesto de Practicante de seleccion de personal. Requisitos :- Estudio universitario en Psicología, últimos ciclos.- DNI ( Vigente). Experiencia Laboral:- Experiencia mínima 3 meses Reclutando personal en campo.- Ferias laborales o afines - Registro, evaluación y entrevista del personal postulante.- Brindar charla, capacitación al postulante. Funciones: - Recepción y orientación de los postulantes.- Reclutamiento de Campo de personal Operario.- Apoyo en la administración y calificación de pruebas psicológicas al personal postulante.- Apoyo en entrevistas de selección realizadas al personal operativo.- Registro diario del personal postulante.- Convocatoria del personal preseleccionado- Apoyo en el armado y archivo de legajos del personal reclutado.- Asistir a las capacitaciones programadas por la empresa.- Otras responsabilidades y funciones designadas por su jefe inmediato, dando cuenta de las mismas en forma oportuna. Beneficios:- convenio de practicas.- Horario: Lunes a sabado ( 6 horas por dia)Pertenecer a una sólida empresa.Capacitación constanteBuen clima laboral  Contamos contigo !      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
